NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
71,한화,000880,B+,B+,B+,B+,2023,통합 등급조정(2024.01.),,사회 등급조정(2024.01.),
70,한화생명,088350,A,A,A+,B+,2023,,,,
69,한화손해보험,000370,A,A,A,A,2023,,,,
68,한화솔루션,009830,B+,A,A+,B,2023,,,,
67,한화시스템,272210,A,A,A+,A,2023,,,,
66,한화에어로스페이스,012450,A,A,A,A,2023,,,,
65,한화엔진,082740,B+,B,A,B+,2023,,,,
64,한화오션,042660,B+,B+,B+,B+,2023,,,사회 등급조정(2024.04.),
63,한화투자증권,003530,A,A,A+,B+,2023,,,,
62,해성디에스,195870,A,A,A+,B+,2023,,,,
61,해태제과식품,101530,D,D,C,D,2023,,,,
60,핸즈코퍼레이션,143210,C,C,B,D,2023,,,,
59,헬릭스미스,084990,C,D,D,B,2023,,,,
58,현대건설,000720,A,A,A,A,2023,,,사회 등급조정(2024.04.),
57,현대글로비스,086280,A+,A+,A+,A,2023,,,,
56,현대로템,064350,A,A,A+,A,2023,,,,
55,현대리바트,079430,A,A,A+,B+,2023,,,,
54,현대모비스,012330,A,A+,A+,B+,2023,,,,
53,현대바이오,048410,D,D,D,D,2023,,,,
52,현대바이오랜드,052260,A,A,A+,A,2023,,,,
51,현대백화점,069960,A+,A+,A+,A,2023,,,,
50,현대비앤지스틸,004560,B,A,B+,C,2023,,,,
49,현대약품,004310,C,C,C,B,2023,,,,
48,현대에버다임,041440,A,B+,A,A,2023,,,,
47,현대엘리베이터,017800,B+,B+,A,B+,2023,,,,
46,현대오토에버,307950,A,A+,A+,B+,2023,,,,
45,현대위아,011210,A+,A+,A+,A,2023,,,,
44,현대이지웰,090850,A,A,A+,A,2023,,,,
43,현대자동차,005380,A,A,A,B+,2023,,,,
42,현대제철,004020,A,A+,A,B+,2023,,,사회 등급조정(2024.04.),
41,현대지에프홀딩스,005440,A,A,A+,A,2023,,,,
40,현대차증권,001500,A,B+,A+,B+,2023,,,,
39,현대카드,815419,등급없음,등급없음,등급없음,A,2023,,,,
38,현대캐피탈,836248,등급없음,등급없음,등급없음,A,2023,,,,
37,현대커머셜,888975,등급없음,등급없음,등급없음,A,2023,,,,
36,현대코퍼레이션,011760,B+,B,B+,B+,2023,,,,
35,현대코퍼레이션홀딩스,227840,B+,B,B+,B+,2023,,,,
34,현대퓨처넷,126560,A,A,A+,A,2023,,,,
33,현대해상,001450,A,A,A+,A,2023,,,,
32,현대홈쇼핑,057050,A,A,A+,A,2023,,,,
31,형지엘리트,093240,D,D,D,D,2023,,,,
30,혜인,003010,D,D,D,D,2023,,,,
29,호전실업,111110,C,D,D,B,2023,,,,
28,호텔신라,008770,A,A,A,A,2023,,,,
27,화성산업,002460,C,C,C,B+,2023,,,,
26,화승알앤에이,378850,B,B,B+,B,2023,,,,
25,화승엔터프라이즈,241590,B+,B+,B+,B+,2023,,,,
24,화승인더스트리,006060,B+,B+,B+,B+,2023,,,,
23,화승코퍼레이션,013520,B,C,B,B+,2023,,,,
22,화신,010690,B+,B,A,B,2023,,,,
21,화인베스틸,133820,D,C,C,D,2023,,,,
20,화천기계,010660,C,D,C,C,2023,,,,
19,화천기공,000850,C,D,C,C,2023,,,,
18,환인제약,016580,B,C,C,B+,2023,,,,
17,황금에스티,032560,C,D,D,B,2023,,,,
16,효성,004800,A,A,A+,B+,2023,,,,
15,효성 ITX,094280,B+,B+,A+,B,2023,,,,
14,효성중공업,298040,A,A,A+,B+,2023,,,,
13,효성첨단소재,298050,A,A,A+,A,2023,,,,
12,효성티앤씨,298020,A,A+,A+,B+,2023,,,,
11,효성화학,298000,A,A,A+,B+,2023,,,,
10,후성,093370,B+,A,A,B,2023,,,,
9,휠라홀딩스,081660,A,A,A,B+,2023,,,,
8,휴니드테크놀러지스,005870,D,C,D,D,2023,,,,
7,휴비스,079980,A,B+,A+,B+,2023,,,,
6,휴스틸,005010,C,C,C,C,2023,,,,
5,휴온스,243070,B,C,B+,B+,2023,,,,
4,휴젤,145020,B,C,B+,B,2023,,,,
3,흥국생명보험,818586,등급없음,등급없음,등급없음,B+,2023,,,,
2,흥국화재,000540,B+,B,B+,B+,2023,,,,
1,흥아해운,003280,B,B,B+,B,2023,,,,
